date_stamp,age_group,cnt_confirmed,pct_confirmed
2022-08-06,11,19612,14.02
2022-08-06,21,26283,18.79
2022-08-06,31,22841,16.33
2022-08-06,41,19609,14.02
2022-08-06,51,17439,12.47
2022-08-06,61,12050,8.61
2022-08-06,71,6754,4.83
2022-08-06,81,2735,1.96
2022-08-06,91,691,0.49
2022-08-06,99,0,0.00
2022-08-07,00,11868,8.48
2022-08-07,11,19612,14.02
2022-08-07,21,26283,18.79
2022-08-07,31,22841,16.33
2022-08-07,41,19609,14.02
2022-08-07,51,17439,12.47
2022-08-07,61,12050,8.61
2022-08-07,71,6754,4.83
2022-08-07,81,2735,1.96
2022-08-07,91,691,0.49
2022-08-07,99,0,0.00
2022-08-08,00,11868,8.48
2022-08-08,11,19612,14.02
2022-08-08,21,26283,18.79
2022-08-08,31,22841,16.33
2022-08-08,41,19609,14.02
2022-08-08,51,17439,12.47
2022-08-08,61,12050,8.61
2022-08-08,71,6754,4.83
2022-08-08,81,2735,1.96
2022-08-08,91,691,0.49
2022-08-08,99,0,0.00
2022-08-09,00,11868,8.48
2022-08-09,11,19612,14.02
2022-08-09,21,26283,18.79
2022-08-09,31,22841,16.33
2022-08-09,41,19609,14.02
2022-08-09,51,17439,12.47
2022-08-09,61,12050,8.61
2022-08-09,71,6754,4.83
2022-08-09,81,2735,1.96
2022-08-09,91,691,0.49
2022-08-09,99,0,0.00
2022-08-10,00,11868,8.48
2022-08-10,11,19612,14.02
2022-08-10,21,26283,18.79
2022-08-10,31,22841,16.33
2022-08-10,41,19609,14.02
2022-08-10,51,17439,12.47
2022-08-10,61,12050,8.61
2022-08-10,71,6754,4.83
2022-08-10,81,2735,1.96
2022-08-10,91,691,0.49
2022-08-10,99,0,0.00
2022-08-11,00,11967,8.48
2022-08-11,11,19705,13.96
2022-08-11,21,26489,18.77
2022-08-11,31,23045,16.33
2022-08-11,41,19773,14.01
2022-08-11,51,17619,12.48
2022-08-11,61,12192,8.64
2022-08-11,71,6867,4.87
2022-08-11,81,2778,1.97
2022-08-11,91,705,0.50
2022-08-11,99,0,0.00
2022-08-12,00,11967,8.48
2022-08-12,11,19705,13.96
2022-08-12,21,26489,18.77
2022-08-12,31,23045,16.33
2022-08-12,41,19773,14.01
2022-08-12,51,17619,12.48
2022-08-12,61,12192,8.64
2022-08-12,71,6867,4.87
2022-08-12,81,2778,1.97
2022-08-12,91,705,0.50
2022-08-12,99,0,0.00
2022-08-13,00,11967,8.48
2022-08-13,11,19705,13.96
2022-08-13,21,26489,18.77
2022-08-13,31,23045,16.33
2022-08-13,41,19773,14.01
2022-08-13,51,17619,12.48
2022-08-13,61,12192,8.64
2022-08-13,71,6867,4.87
2022-08-13,81,2778,1.97
2022-08-13,91,705,0.50
2022-08-13,99,0,0.00
2022-08-14,00,11967,8.48
2022-08-14,11,19705,13.96
2022-08-14,21,26489,18.77
2022-08-14,31,23045,16.33
2022-08-14,41,19773,14.01
2022-08-14,51,17619,12.48
2022-08-14,61,12192,8.64
2022-08-14,71,6867,4.87
2022-08-14,81,2778,1.97
2022-08-14,91,705,0.50
2022-08-14,99,0,0.00
2022-08-15,00,11967,8.48
2022-08-15,11,19705,13.96
2022-08-15,21,26489,18.77
2022-08-15,31,23045,16.33
2022-08-15,41,19773,14.01
2022-08-15,51,17619,12.48
2022-08-15,61,12192,8.64
2022-08-15,71,6867,4.87
2022-08-15,81,2778,1.97
2022-08-15,91,705,0.50
2022-08-15,99,0,0.00
2022-08-16,00,11967,8.48
2022-08-16,11,19705,13.96
2022-08-16,21,26489,18.77
2022-08-16,31,23045,16.33
2022-08-16,41,19773,14.01
2022-08-16,51,17619,12.48
2022-08-16,61,12192,8.64
2022-08-16,71,6867,4.87
2022-08-16,81,2778,1.97
2022-08-16,91,705,0.50
2022-08-16,99,0,0.00
2022-08-17,00,12067,8.49
2022-08-17,11,19782,13.92
2022-08-17,21,26640,18.74
2022-08-17,31,23197,16.32
2022-08-17,41,19905,14.00
2022-08-17,51,17757,12.49
2022-08-17,61,12311,8.66
2022-08-17,71,6952,4.89
2022-08-17,81,2828,1.99
2022-08-17,91,718,0.51
2022-08-17,99,0,0.00
2022-08-18,00,12067,8.49
2022-08-18,11,19782,13.92
2022-08-18,21,26640,18.74
2022-08-18,31,23197,16.32
2022-08-18,41,19905,14.00
2022-08-18,51,17757,12.49
2022-08-18,61,12311,8.66
2022-08-18,71,6952,4.89
2022-08-18,81,2828,1.99
2022-08-18,91,718,0.51
2022-08-18,99,0,0.00
2022-08-19,00,12067,8.49
2022-08-19,11,19782,13.92
2022-08-19,21,26640,18.74
2022-08-19,31,23197,16.32
2022-08-19,41,19905,14.00
2022-08-19,51,17757,12.49
2022-08-19,61,12311,8.66
2022-08-19,71,6952,4.89
2022-08-19,81,2828,1.99
2022-08-19,91,718,0.51
2022-08-19,99,0,0.00
2022-08-20,00,12067,8.49
2022-08-20,11,19782,13.92
2022-08-20,21,26640,18.74
2022-08-20,31,23197,16.32
2022-08-20,41,19905,14.00
2022-08-20,51,17757,12.49
2022-08-20,61,12311,8.66
2022-08-20,71,6952,4.89
2022-08-20,81,2828,1.99
2022-08-20,91,718,0.51
2022-08-20,99,0,0.00
2022-08-21,00,12067,8.49
2022-08-21,11,19782,13.92
2022-08-21,21,26640,18.74
2022-08-21,31,23197,16.32
2022-08-21,41,19905,14.00
2022-08-21,51,17757,12.49
2022-08-21,61,12311,8.66
2022-08-21,71,6952,4.89
2022-08-21,81,2828,1.99
2022-08-21,91,718,0.51
2022-08-21,99,0,0.00
2022-08-22,00,12067,8.49
2022-08-22,11,19782,13.92
2022-08-22,21,26640,18.74
2022-08-22,31,23197,16.32
2022-08-22,41,19905,14.00
2022-08-22,51,17757,12.49
2022-08-22,61,12311,8.66
2022-08-22,71,6952,4.89
2022-08-22,81,2828,1.99
2022-08-22,91,718,0.51
2022-08-22,99,0,0.00
2022-08-23,00,12067,8.49
2022-08-23,11,19782,13.92
2022-08-23,21,26640,18.74
2022-08-23,31,23197,16.32
2022-08-23,41,19905,14.00
2022-08-23,51,17757,12.49
2022-08-23,61,12311,8.66
2022-08-23,71,6952,4.89
2022-08-23,81,2828,1.99
2022-08-23,91,718,0.51
2022-08-23,99,0,0.00
2022-08-24,00,12312,8.57
2022-08-24,11,20052,13.96
2022-08-24,21,26813,18.67
2022-08-24,31,23392,16.29
2022-08-24,41,20073,13.98
2022-08-24,51,17918,12.48
2022-08-24,61,12424,8.65
2022-08-24,71,7040,4.90
2022-08-24,81,2880,2.01
2022-08-24,91,726,0.51
2022-08-24,99,0,0.00
2022-08-25,00,12312,8.57
2022-08-25,11,20052,13.96
2022-08-25,21,26813,18.67
2022-08-25,31,23392,16.29
2022-08-25,41,20073,13.98
2022-08-25,51,17918,12.48
2022-08-25,61,12424,8.65
2022-08-25,71,7040,4.90
2022-08-25,81,2880,2.01
2022-08-25,91,726,0.51
2022-08-25,99,0,0.00
2022-08-26,00,12312,8.57
2022-08-26,11,20052,13.96
2022-08-26,21,26813,18.67
2022-08-26,31,23392,16.29
2022-08-26,41,20073,13.98
2022-08-26,51,17918,12.48
2022-08-26,61,12424,8.65
2022-08-26,71,7040,4.90
2022-08-26,81,2880,2.01
2022-08-26,91,726,0.51
2022-08-26,99,0,0.00
2022-08-27,00,12312,8.57
2022-08-27,11,20052,13.96
2022-08-27,21,26813,18.67
2022-08-27,31,23392,16.29
2022-08-27,41,20073,13.98
2022-08-27,51,17918,12.48
2022-08-27,61,12424,8.65
2022-08-27,71,7040,4.90
2022-08-27,81,2880,2.01
2022-08-27,91,726,0.51
2022-08-27,99,0,0.00
2022-08-28,00,12312,8.57
2022-08-28,11,20052,13.96
2022-08-28,21,26813,18.67
2022-08-28,31,23392,16.29
2022-08-28,41,20073,13.98
2022-08-28,51,17918,12.48
2022-08-28,61,12424,8.65
2022-08-28,71,7040,4.90
2022-08-28,81,2880,2.01
2022-08-28,91,726,0.51
2022-08-28,99,0,0.00
2022-08-29,00,12312,8.57
2022-08-29,11,20052,13.96
2022-08-29,21,26813,18.67
2022-08-29,31,23392,16.29
2022-08-29,41,20073,13.98
2022-08-29,51,17918,12.48
2022-08-29,61,12424,8.65
2022-08-29,71,7040,4.90
2022-08-29,81,2880,2.01
2022-08-29,91,726,0.51
2022-08-29,99,0,0.00
2022-08-30,00,12312,8.57
2022-08-30,11,20052,13.96
2022-08-30,21,26813,18.67
2022-08-30,31,23392,16.29
2022-08-30,41,20073,13.98
2022-08-30,51,17918,12.48
2022-08-30,61,12424,8.65
2022-08-30,71,7040,4.90
2022-08-30,81,2880,2.01
2022-08-30,91,726,0.51
2022-08-30,99,0,0.00
2022-08-31,00,12312,8.57
2022-08-31,11,20052,13.96
2022-08-31,21,26813,18.67
2022-08-31,31,23392,16.29
2022-08-31,41,20073,13.98
2022-08-31,51,17918,12.48
2022-08-31,61,12424,8.65
2022-08-31,71,7040,4.90
2022-08-31,81,2880,2.01
2022-08-31,91,726,0.51
2022-08-31,99,0,0.00
2022-09-01,00,12469,8.60
2022-09-01,11,20350,14.04
2022-09-01,21,26960,18.60
2022-09-01,31,23570,16.26
2022-09-01,41,20230,13.96
2022-09-01,51,18042,12.45
2022-09-01,61,12553,8.66
2022-09-01,71,7130,4.92
2022-09-01,81,2902,2.00
2022-09-01,91,739,0.51
2022-09-01,99,0,0.00
2022-09-02,00,12469,8.60
2022-09-02,11,20350,14.04
2022-09-02,21,26960,18.60
2022-09-02,31,23570,16.26
2022-09-02,41,20230,13.96
2022-09-02,51,18042,12.45
2022-09-02,61,12553,8.66
2022-09-02,71,7130,4.92
2022-09-02,81,2902,2.00
2022-09-02,91,739,0.51
2022-09-02,99,0,0.00
2022-09-03,00,12469,8.60
2022-09-03,11,20350,14.04
2022-09-03,21,26960,18.60
2022-09-03,31,23570,16.26
2022-09-03,41,20230,13.96
2022-09-03,51,18042,12.45
2022-09-03,61,12553,8.66
2022-09-03,71,7130,4.92
2022-09-03,81,2902,2.00
2022-09-03,91,739,0.51
2022-09-03,99,0,0.00
2022-09-04,00,12469,8.60
2022-09-04,11,20350,14.04
2022-09-04,21,26960,18.60
2022-09-04,31,23570,16.26
2022-09-04,41,20230,13.96
2022-09-04,51,18042,12.45
2022-09-04,61,12553,8.66
2022-09-04,71,7130,4.92
2022-09-04,81,2902,2.00
2022-09-04,91,739,0.51
2022-09-04,99,0,0.00
2022-09-05,00,12469,8.60
2022-09-05,11,20350,14.04
2022-09-05,21,26960,18.60
2022-09-05,31,23570,16.26
2022-09-05,41,20230,13.96
2022-09-05,51,18042,12.45
2022-09-05,61,12553,8.66
2022-09-05,71,7130,4.92
2022-09-05,81,2902,2.00
2022-09-05,91,739,0.51
2022-09-05,99,0,0.00
2022-09-06,00,12469,8.60
2022-09-06,11,20350,14.04
2022-09-06,21,26960,18.60
2022-09-06,31,23570,16.26
2022-09-06,41,20230,13.96
2022-09-06,51,18042,12.45
2022-09-06,61,12553,8.66
2022-09-06,71,7130,4.92
2022-09-06,81,2902,2.00
2022-09-06,91,739,0.51
2022-09-06,99,0,0.00
2022-09-07,00,12469,8.60
2022-09-07,11,20350,14.04
2022-09-07,21,26960,18.60
2022-09-07,31,23570,16.26
2022-09-07,41,20230,13.96
2022-09-07,51,18042,12.45
2022-09-07,61,12553,8.66
2022-09-07,71,7130,4.92
2022-09-07,81,2902,2.00
2022-09-07,91,739,0.51
2022-09-07,99,0,0.00
2022-09-08,00,12605,8.63
2022-09-08,11,20575,14.08
2022-09-08,21,27112,18.55
2022-09-08,31,23701,16.22
2022-09-08,41,20369,13.94
2022-09-08,51,18171,12.43
2022-09-08,61,12668,8.67
2022-09-08,71,7222,4.94
2022-09-08,81,2959,2.02
2022-09-08,91,759,0.52
2022-09-08,99,0,0.00
2022-09-09,00,12605,8.63
2022-09-09,11,20575,14.08
2022-09-09,21,27112,18.55
2022-09-09,31,23701,16.22
2022-09-09,41,20369,13.94
2022-09-09,51,18171,12.43
2022-09-09,61,12668,8.67
2022-09-09,71,7222,4.94
2022-09-09,81,2959,2.02
2022-09-09,91,759,0.52
2022-09-09,99,0,0.00
2022-09-10,00,12605,8.63
2022-09-10,11,20575,14.08
2022-09-10,21,27112,18.55
2022-09-10,31,23701,16.22
2022-09-10,41,20369,13.94
2022-09-10,51,18171,12.43
2022-09-10,61,12668,8.67
2022-09-10,71,7222,4.94
2022-09-10,81,2959,2.02
2022-09-10,91,759,0.52
2022-09-10,99,0,0.00
2022-09-11,00,12605,8.63
2022-09-11,11,20575,14.08
2022-09-11,21,27112,18.55
2022-09-11,31,23701,16.22
2022-09-11,41,20369,13.94
2022-09-11,51,18171,12.43
2022-09-11,61,12668,8.67
2022-09-11,71,7222,4.94
2022-09-11,81,2959,2.02
2022-09-11,91,759,0.52
2022-09-11,99,0,0.00
2022-09-12,00,12605,8.63
2022-09-12,11,20575,14.08
2022-09-12,21,27112,18.55
2022-09-12,31,23701,16.22
2022-09-12,41,20369,13.94
2022-09-12,51,18171,12.43
2022-09-12,61,12668,8.67
2022-09-12,71,7222,4.94
2022-09-12,81,2959,2.02
2022-09-12,91,759,0.52
2022-09-12,99,0,0.00
2022-09-13,00,12605,8.63
2022-09-13,11,20575,14.08
2022-09-13,21,27112,18.55
2022-09-13,31,23701,16.22
2022-09-13,41,20369,13.94
2022-09-13,51,18171,12.43
2022-09-13,61,12668,8.67
2022-09-13,71,7222,4.94
2022-09-13,81,2959,2.02
2022-09-13,91,759,0.52
2022-09-13,99,0,0.00
2022-09-14,00,12658,8.62
2022-09-14,11,20652,14.07
2022-09-14,21,27201,18.53
2022-09-14,31,23783,16.20
2022-09-14,41,20438,13.92
2022-09-14,51,18252,12.43
2022-09-14,61,12767,8.70
2022-09-14,71,7301,4.97
2022-09-14,81,2994,2.04
2022-09-14,91,772,0.53
2022-09-14,99,0,0.00
2022-09-15,00,12658,8.62
2022-09-15,11,20652,14.07
2022-09-15,21,27201,18.53
2022-09-15,31,23783,16.20
2022-09-15,41,20438,13.92
2022-09-15,51,18252,12.43
2022-09-15,61,12767,8.70
2022-09-15,71,7301,4.97
2022-09-15,81,2994,2.04
2022-09-15,91,772,0.53
2022-09-15,99,0,0.00
2022-09-16,00,12658,8.62
2022-09-16,11,20652,14.07
2022-09-16,21,27201,18.53
2022-09-16,31,23783,16.20
2022-09-16,41,20438,13.92
2022-09-16,51,18252,12.43
2022-09-16,61,12767,8.70
2022-09-16,71,7301,4.97
2022-09-16,81,2994,2.04
2022-09-16,91,772,0.53
2022-09-16,99,0,0.00
2022-09-17,00,12658,8.62
2022-09-17,11,20652,14.07
2022-09-17,21,27201,18.53
2022-09-17,31,23783,16.20
2022-09-17,41,20438,13.92
2022-09-17,51,18252,12.43
2022-09-17,61,12767,8.70
2022-09-17,71,7301,4.97
2022-09-17,81,2994,2.04
2022-09-17,91,772,0.53
2022-09-17,99,0,0.00
2022-09-18,00,12658,8.62
2022-09-18,11,20652,14.07
2022-09-18,21,27201,18.53
2022-09-18,31,23783,16.20
2022-09-18,41,20438,13.92
2022-09-18,51,18252,12.43
2022-09-18,61,12767,8.70
2022-09-18,71,7301,4.97
2022-09-18,81,2994,2.04
2022-09-18,91,772,0.53
2022-09-18,99,0,0.00
2022-09-19,00,12658,8.62
2022-09-19,11,20652,14.07
2022-09-19,21,27201,18.53
2022-09-19,31,23783,16.20
2022-09-19,41,20438,13.92
2022-09-19,51,18252,12.43
2022-09-19,61,12767,8.70
2022-09-19,71,7301,4.97
2022-09-19,81,2994,2.04
2022-09-19,91,772,0.53
2022-09-19,99,0,0.00
2022-09-20,00,12658,8.62
2022-09-20,11,20652,14.07
2022-09-20,21,27201,18.53
2022-09-20,31,23783,16.20
2022-09-20,41,20438,13.92
2022-09-20,51,18252,12.43
2022-09-20,61,12767,8.70
2022-09-20,71,7301,4.97
2022-09-20,81,2994,2.04
2022-09-20,91,772,0.53
2022-09-20,99,0,0.00
2022-09-21,00,12658,8.62
2022-09-21,11,20652,14.07
2022-09-21,21,27201,18.53
2022-09-21,31,23783,16.20
2022-09-21,41,20438,13.92
2022-09-21,51,18252,12.43
2022-09-21,61,12767,8.70
2022-09-21,71,7301,4.97
2022-09-21,81,2994,2.04
2022-09-21,91,772,0.53
2022-09-21,99,0,0.00
2022-09-22,00,12696,8.62
2022-09-22,11,20693,14.04
2022-09-22,21,27283,18.52
2022-09-22,31,23841,16.18
2022-09-22,41,20506,13.92
2022-09-22,51,18327,12.44
2022-09-22,61,12838,8.71
2022-09-22,71,7357,4.99
2022-09-22,81,3029,2.06
2022-09-22,91,786,0.53
2022-09-22,99,0,0.00
2022-09-23,00,12696,8.62
2022-09-23,11,20693,14.04
2022-09-23,21,27283,18.52
2022-09-23,31,23841,16.18
2022-09-23,41,20506,13.92
2022-09-23,51,18327,12.44
2022-09-23,61,12838,8.71
2022-09-23,71,7357,4.99
2022-09-23,81,3029,2.06
2022-09-23,91,786,0.53
2022-09-23,99,0,0.00
2022-09-24,00,12696,8.62
2022-09-24,11,20693,14.04
2022-09-24,21,27283,18.52
2022-09-24,31,23841,16.18
2022-09-24,41,20506,13.92
2022-09-24,51,18327,12.44
2022-09-24,61,12838,8.71
2022-09-24,71,7357,4.99
2022-09-24,81,3029,2.06
2022-09-24,91,786,0.53
2022-09-24,99,0,0.00
2022-09-25,00,12696,8.62
2022-09-25,11,20693,14.04
2022-09-25,21,27283,18.52
2022-09-25,31,23841,16.18
2022-09-25,41,20506,13.92
2022-09-25,51,18327,12.44
2022-09-25,61,12838,8.71
2022-09-25,71,7357,4.99
2022-09-25,81,3029,2.06
2022-09-25,91,786,0.53
2022-09-25,99,0,0.00
2022-09-26,00,12696,8.62
2022-09-26,11,20693,14.04
2022-09-26,21,27283,18.52
2022-09-26,31,23841,16.18
2022-09-26,41,20506,13.92
2022-09-26,51,18327,12.44
2022-09-26,61,12838,8.71
2022-09-26,71,7357,4.99
2022-09-26,81,3029,2.06
2022-09-26,91,786,0.53
2022-09-26,99,0,0.00
2022-09-27,00,12696,8.62
2022-09-27,11,20693,14.04
2022-09-27,21,27283,18.52
2022-09-27,31,23841,16.18
2022-09-27,41,20506,13.92
2022-09-27,51,18327,12.44
2022-09-27,61,12838,8.71
2022-09-27,71,7357,4.99
2022-09-27,81,3029,2.06
2022-09-27,91,786,0.53
2022-09-27,99,0,0.00
2022-09-28,00,12696,8.62
2022-09-28,11,20693,14.04
2022-09-28,21,27283,18.52
2022-09-28,31,23841,16.18
2022-09-28,41,20506,13.92
2022-09-28,51,18327,12.44
2022-09-28,61,12838,8.71
2022-09-28,71,7357,4.99
2022-09-28,81,3029,2.06
2022-09-28,91,786,0.53
2022-09-28,99,0,0.00
2022-09-29,00,12724,8.61
2022-09-29,11,20710,14.01
2022-09-29,21,27345,18.50
2022-09-29,31,23871,16.15
2022-09-29,41,20542,13.90
2022-09-29,51,18395,12.45
2022-09-29,61,12912,8.74
2022-09-29,71,7424,5.02
2022-09-29,81,3070,2.08
2022-09-29,91,797,0.54
2022-09-29,99,0,0.00
2022-09-30,00,12724,8.61
2022-09-30,11,20710,14.01
2022-09-30,21,27345,18.50
2022-09-30,31,23871,16.15
2022-09-30,41,20542,13.90
2022-09-30,51,18395,12.45
2022-09-30,61,12912,8.74
2022-09-30,71,7424,5.02
2022-09-30,81,3070,2.08
2022-09-30,91,797,0.54
2022-09-30,99,0,0.00
2022-10-01,00,12724,8.61
2022-10-01,11,20710,14.01
2022-10-01,21,27345,18.50
2022-10-01,31,23871,16.15
2022-10-01,41,20542,13.90
2022-10-01,51,18395,12.45
2022-10-01,61,12912,8.74
2022-10-01,71,7424,5.02
2022-10-01,81,3070,2.08
2022-10-01,91,797,0.54
2022-10-01,99,0,0.00
2022-10-02,00,12724,8.61
2022-10-02,11,20710,14.01
2022-10-02,21,27345,18.50
2022-10-02,31,23871,16.15
2022-10-02,41,20542,13.90
2022-10-02,51,18395,12.45
2022-10-02,61,12912,8.74
2022-10-02,71,7424,5.02
2022-10-02,81,3070,2.08
2022-10-02,91,797,0.54
2022-10-02,99,0,0.00
2022-10-03,00,12724,8.61
2022-10-03,11,20710,14.01
2022-10-03,21,27345,18.50
2022-10-03,31,23871,16.15
2022-10-03,41,20542,13.90
2022-10-03,51,18395,12.45
2022-10-03,61,12912,8.74
2022-10-03,71,7424,5.02
2022-10-03,81,3070,2.08
2022-10-03,91,797,0.54
2022-10-03,99,0,0.00
2022-10-04,00,12724,8.61
2022-10-04,11,20710,14.01
2022-10-04,21,27345,18.50
2022-10-04,31,23871,16.15
2022-10-04,41,20542,13.90
2022-10-04,51,18395,12.45
2022-10-04,61,12912,8.74
2022-10-04,71,7424,5.02
2022-10-04,81,3070,2.08
2022-10-04,91,797,0.54
2022-10-04,99,0,0.00
2022-10-05,00,12743,8.61
2022-10-05,11,20717,13.99
2022-10-05,21,27376,18.49
2022-10-05,31,23884,16.13
2022-10-05,41,20560,13.89
2022-10-05,51,18424,12.44
2022-10-05,61,12960,8.75
2022-10-05,71,7472,5.05
2022-10-05,81,3102,2.10
2022-10-05,91,806,0.54
2022-10-05,99,0,0.00
2022-10-06,00,12743,8.61
2022-10-06,11,20717,13.99
2022-10-06,21,27376,18.49
2022-10-06,31,23884,16.13
2022-10-06,41,20560,13.89
2022-10-06,51,18424,12.44
2022-10-06,61,12960,8.75
2022-10-06,71,7472,5.05
2022-10-06,81,3102,2.10
2022-10-06,91,806,0.54
2022-10-06,99,0,0.00
2022-10-07,00,12743,8.61
2022-10-07,11,20717,13.99
2022-10-07,21,27376,18.49
2022-10-07,31,23884,16.13
2022-10-07,41,20560,13.89
2022-10-07,51,18424,12.44
2022-10-07,61,12960,8.75
2022-10-07,71,7472,5.05
2022-10-07,81,3102,2.10
2022-10-07,91,806,0.54
2022-10-07,99,0,0.00
2022-10-08,00,12743,8.61
2022-10-08,11,20717,13.99
2022-10-08,21,27376,18.49
2022-10-08,31,23884,16.13
2022-10-08,41,20560,13.89
2022-10-08,51,18424,12.44
2022-10-08,61,12960,8.75
2022-10-08,71,7472,5.05
2022-10-08,81,3102,2.10
2022-10-08,91,806,0.54
2022-10-08,99,0,0.00
2022-10-09,00,12743,8.61
2022-10-09,11,20717,13.99
2022-10-09,21,27376,18.49
2022-10-09,31,23884,16.13
2022-10-09,41,20560,13.89
2022-10-09,51,18424,12.44
2022-10-09,61,12960,8.75
2022-10-09,71,7472,5.05
2022-10-09,81,3102,2.10
2022-10-09,91,806,0.54
2022-10-09,99,0,0.00
2022-10-10,00,12743,8.61
2022-10-10,11,20717,13.99
2022-10-10,21,27376,18.49
2022-10-10,31,23884,16.13
2022-10-10,41,20560,13.89
2022-10-10,51,18424,12.44
2022-10-10,61,12960,8.75
2022-10-10,71,7472,5.05
2022-10-10,81,3102,2.10
2022-10-10,91,806,0.54
2022-10-10,99,0,0.00
2022-10-11,00,12743,8.61
2022-10-11,11,20717,13.99
2022-10-11,21,27376,18.49
2022-10-11,31,23884,16.13
2022-10-11,41,20560,13.89
2022-10-11,51,18424,12.44
2022-10-11,61,12960,8.75
2022-10-11,71,7472,5.05
2022-10-11,81,3102,2.10
2022-10-11,91,806,0.54
2022-10-11,99,0,0.00
2022-10-12,00,12743,8.61
2022-10-12,11,20717,13.99
2022-10-12,21,27376,18.49
2022-10-12,31,23884,16.13
2022-10-12,41,20560,13.89
2022-10-12,51,18424,12.44
2022-10-12,61,12960,8.75
2022-10-12,71,7472,5.05
2022-10-12,81,3102,2.10
2022-10-12,91,806,0.54
2022-10-12,99,0,0.00
2022-10-13,00,12761,8.60
2022-10-13,11,20739,13.97
2022-10-13,21,27431,18.48
2022-10-13,31,23945,16.13
2022-10-13,41,20604,13.88
2022-10-13,51,18491,12.46
2022-10-13,61,13025,8.77
2022-10-13,71,7515,5.06
2022-10-13,81,3128,2.11
2022-10-13,91,813,0.55
2022-10-13,99,0,0.00
2022-10-14,00,12761,8.60
2022-10-14,11,20739,13.97
2022-10-14,21,27431,18.48
2022-10-14,31,23945,16.13
2022-10-14,41,20604,13.88
2022-10-14,51,18491,12.46
2022-10-14,61,13025,8.77
2022-10-14,71,7515,5.06
2022-10-14,81,3128,2.11
2022-10-14,91,813,0.55
2022-10-14,99,0,0.00
2022-10-15,00,12761,8.60
2022-10-15,11,20739,13.97
2022-10-15,21,27431,18.48
2022-10-15,31,23945,16.13
2022-10-15,41,20604,13.88
2022-10-15,51,18491,12.46
2022-10-15,61,13025,8.77
2022-10-15,71,7515,5.06
2022-10-15,81,3128,2.11
2022-10-15,91,813,0.55
2022-10-15,99,0,0.00
2022-10-16,00,12761,8.60
2022-10-16,11,20739,13.97
2022-10-16,21,27431,18.48
2022-10-16,31,23945,16.13
2022-10-16,41,20604,13.88
2022-10-16,51,18491,12.46
2022-10-16,61,13025,8.77
2022-10-16,71,7515,5.06
2022-10-16,81,3128,2.11
2022-10-16,91,813,0.55
2022-10-16,99,0,0.00
2022-10-17,00,12761,8.60
2022-10-17,11,20739,13.97
2022-10-17,21,27431,18.48
2022-10-17,31,23945,16.13
2022-10-17,41,20604,13.88
2022-10-17,51,18491,12.46
2022-10-17,61,13025,8.77
2022-10-17,71,7515,5.06
2022-10-17,81,3128,2.11
2022-10-17,91,813,0.55
2022-10-17,99,0,0.00
2022-10-18,00,12761,8.60
2022-10-18,11,20739,13.97
2022-10-18,21,27431,18.48
2022-10-18,31,23945,16.13
2022-10-18,41,20604,13.88
2022-10-18,51,18491,12.46
2022-10-18,61,13025,8.77
2022-10-18,71,7515,5.06
2022-10-18,81,3128,2.11
2022-10-18,91,813,0.55
2022-10-18,99,0,0.00
2022-10-19,00,12780,8.60
2022-10-19,11,20740,13.95
2022-10-19,21,27441,18.46
2022-10-19,31,23979,16.13
2022-10-19,41,20635,13.88
2022-10-19,51,18522,12.46
2022-10-19,61,13064,8.79
2022-10-19,71,7552,5.08
2022-10-19,81,3156,2.12
2022-10-19,91,816,0.55
2022-10-19,99,0,0.00
2022-10-20,00,12780,8.60
2022-10-20,11,20740,13.95
2022-10-20,21,27441,18.46
2022-10-20,31,23979,16.13
2022-10-20,41,20635,13.88
2022-10-20,51,18522,12.46
2022-10-20,61,13064,8.79
2022-10-20,71,7552,5.08
2022-10-20,81,3156,2.12
2022-10-20,91,816,0.55
2022-10-20,99,0,0.00
2022-10-21,00,12780,8.60
2022-10-21,11,20740,13.95
2022-10-21,21,27441,18.46
2022-10-21,31,23979,16.13
2022-10-21,41,20635,13.88
2022-10-21,51,18522,12.46
2022-10-21,61,13064,8.79
2022-10-21,71,7552,5.08
2022-10-21,81,3156,2.12
2022-10-21,91,816,0.55
2022-10-21,99,0,0.00
2022-10-22,00,12780,8.60
2022-10-22,11,20740,13.95
2022-10-22,21,27441,18.46
2022-10-22,31,23979,16.13
2022-10-22,41,20635,13.88
2022-10-22,51,18522,12.46
2022-10-22,61,13064,8.79
2022-10-22,71,7552,5.08
2022-10-22,81,3156,2.12
2022-10-22,91,816,0.55
2022-10-22,99,0,0.00
2022-10-23,00,12780,8.60
2022-10-23,11,20740,13.95
2022-10-23,21,27441,18.46
2022-10-23,31,23979,16.13
2022-10-23,41,20635,13.88
2022-10-23,51,18522,12.46
2022-10-23,61,13064,8.79
2022-10-23,71,7552,5.08
2022-10-23,81,3156,2.12
2022-10-23,91,816,0.55
2022-10-23,99,0,0.00
2022-10-24,00,12780,8.60
2022-10-24,11,20740,13.95
2022-10-24,21,27441,18.46
2022-10-24,31,23979,16.13
2022-10-24,41,20635,13.88
2022-10-24,51,18522,12.46
2022-10-24,61,13064,8.79
2022-10-24,71,7552,5.08
2022-10-24,81,3156,2.12
2022-10-24,91,816,0.55
2022-10-24,99,0,0.00
2022-10-25,00,12780,8.60
2022-10-25,11,20740,13.95
2022-10-25,21,27441,18.46
2022-10-25,31,23979,16.13
