Test Date,County,New Positives,Cumulative Number of Positives,Total Number of Tests Performed,Cumulative Number of Tests Performed,Test % Positive,Geography
09/04/2022,Clinton,8,20199,112,394069,7.41%,COUNTY
09/04/2022,Columbia,2,12272,32,246815,7.41%,COUNTY
09/04/2022,Cortland,5,12142,51,297425,10.00%,COUNTY
09/04/2022,Delaware,2,9209,49,192630,4.17%,COUNTY
09/04/2022,Dutchess,29,75712,273,1437758,10.67%,COUNTY
09/04/2022,Erie,75,247630,773,4108781,10.01%,COUNTY
09/04/2022,Essex,2,6874,36,159506,6.25%,COUNTY
09/04/2022,Finger Lakes,99,278259,1581,5421023,6.29%,REGION
09/04/2022,Franklin,7,10965,59,209295,11.86%,COUNTY
09/04/2022,Fulton,5,14866,64,219657,8.06%,COUNTY
09/04/2022,Genesee,8,15271,71,263816,11.76%,COUNTY
09/04/2022,Greene,1,9942,44,176338,2.56%,COUNTY
09/04/2022,Hamilton,0,997,3,19587,0.00%,COUNTY
09/04/2022,Herkimer,7,16032,63,313286,11.11%,COUNTY
09/04/2022,Jefferson,18,23849,123,387248,13.33%,COUNTY
09/04/2022,Kings,318,820755,13210,17910906,1.90%,COUNTY
09/04/2022,Lewis,2,6814,16,100558,0.00%,COUNTY
09/04/2022,Livingston,1,13213,50,276936,2.00%,COUNTY
09/04/2022,Long Island,479,993831,5200,16230310,7.83%,REGION
09/04/2022,Madison,7,15339,78,360904,9.72%,COUNTY
09/04/2022,Mid-Hudson,262,696314,14243,12863286,1.50%,REGION
09/04/2022,Mohawk Valley,58,125506,483,2645969,11.17%,REGION
09/04/2022,Monroe,71,176473,1021,3525933,7.02%,COUNTY
09/04/2022,Montgomery,1,13673,34,215906,3.03%,COUNTY
09/04/2022,Nassau,219,489028,2495,8074007,7.27%,COUNTY
09/04/2022,New York,225,523798,4270,13928903,5.11%,COUNTY
09/04/2022,New York City,1214,2766275,26613,58062031,3.80%,REGION
09/04/2022,Niagara,15,55279,126,880502,12.28%,COUNTY
09/04/2022,North Country,44,93967,476,1875864,8.43%,REGION
09/04/2022,Oneida,37,62938,238,1478630,14.77%,COUNTY
09/04/2022,Onondaga,64,130875,909,2711143,6.89%,COUNTY
09/04/2022,Ontario,5,23552,148,461253,3.45%,COUNTY
09/04/2022,Orange,41,124483,4647,1858542,0.69%,COUNTY
09/04/2022,Orleans,1,9710,42,152996,2.38%,COUNTY
09/04/2022,Oswego,16,31075,168,511055,9.64%,COUNTY
09/04/2022,Otsego,8,12062,68,301398,11.29%,COUNTY
09/04/2022,Putnam,11,28131,144,471163,7.91%,COUNTY
09/04/2022,Queens,368,772174,4941,14158168,6.84%,COUNTY
09/04/2022,Rensselaer,11,38008,215,849920,5.29%,COUNTY
09/04/2022,Richmond,93,191834,1521,3560908,5.30%,COUNTY
09/04/2022,Rockland,39,107126,6973,2247351,0.41%,COUNTY
09/04/2022,STATEWIDE,2546,5939568,53025,118339239,4.11%,STATEWIDE
09/04/2022,Saratoga,29,55958,326,1041146,7.88%,COUNTY
09/04/2022,Schenectady,11,39730,122,809138,9.65%,COUNTY
09/04/2022,Schoharie,0,5935,16,117092,0.00%,COUNTY
09/04/2022,Schuyler,1,4009,16,94910,7.14%,COUNTY
09/04/2022,Seneca,4,6866,30,133655,13.33%,COUNTY
09/04/2022,Southern Tier,74,161352,744,5849550,10.53%,REGION
09/04/2022,St. Lawrence,7,24269,127,605601,5.60%,COUNTY
09/04/2022,Steuben,13,23085,87,460151,14.29%,COUNTY
09/04/2022,Suffolk,260,504803,2705,8156303,8.34%,COUNTY
09/04/2022,Sullivan,7,21808,341,354512,1.54%,COUNTY
09/04/2022,Tioga,5,12719,51,224570,10.64%,COUNTY
09/04/2022,Tompkins,5,24115,51,3044246,10.00%,COUNTY
09/04/2022,Ulster,13,38246,171,839558,7.33%,COUNTY
09/04/2022,Warren,8,16825,80,323296,10.29%,COUNTY
09/04/2022,Washington,5,14237,80,275335,5.88%,COUNTY
09/04/2022,Wayne,6,19879,128,366004,4.92%,COUNTY
09/04/2022,Westchester,122,300808,1694,5654402,6.74%,COUNTY
09/04/2022,Western New York,115,357632,1125,6048481,10.77%,REGION
09/04/2022,Wyoming,1,9291,31,153304,3.23%,COUNTY
09/04/2022,Yates,2,4004,60,87126,1.79%,COUNTY
09/03/2022,Albany,43,71455,525,1359509,6.12%,COUNTY
09/03/2022,Allegany,13,9931,62,242525,17.31%,COUNTY
09/03/2022,Bronx,247,457504,3695,8500475,6.00%,COUNTY
09/03/2022,Broome,41,53132,388,1141551,11.40%,COUNTY
09/03/2022,Capital Region,155,258360,1707,5080598,8.12%,REGION
09/03/2022,Cattaraugus,9,17701,134,297876,7.77%,COUNTY
09/03/2022,Cayuga,12,18532,149,380246,8.09%,COUNTY
09/03/2022,Central New York,123,207871,1406,4259567,8.97%,REGION
09/03/2022,Chautauqua,11,27066,89,518571,13.25%,COUNTY
09/03/2022,Chemung,24,24270,210,462195,11.93%,COUNTY
09/03/2022,Chenango,9,10765,76,228807,12.68%,COUNTY
09/03/2022,Clinton,13,20191,124,393957,10.00%,COUNTY
09/03/2022,Columbia,5,12270,72,246783,7.58%,COUNTY
09/03/2022,Cortland,10,12137,103,297374,9.90%,COUNTY
09/03/2022,Delaware,7,9207,69,192581,9.52%,COUNTY
09/03/2022,Dutchess,33,75683,428,1437485,7.18%,COUNTY
09/03/2022,Erie,124,247555,1252,4108008,10.17%,COUNTY
09/03/2022,Essex,5,6872,70,159470,7.58%,COUNTY
09/03/2022,Finger Lakes,129,278160,2122,5419442,6.46%,REGION
09/03/2022,Franklin,4,10958,95,209236,4.30%,COUNTY
09/03/2022,Fulton,14,14861,69,219593,19.12%,COUNTY
09/03/2022,Genesee,3,15263,112,263745,2.75%,COUNTY
09/03/2022,Greene,4,9941,56,176294,6.82%,COUNTY
09/03/2022,Hamilton,2,997,11,19584,14.29%,COUNTY
09/03/2022,Herkimer,11,16025,119,313223,8.75%,COUNTY
09/03/2022,Jefferson,20,23831,133,387125,12.50%,COUNTY
09/03/2022,Kings,459,820437,11770,17897696,3.41%,COUNTY
09/03/2022,Lewis,2,6812,32,100542,7.41%,COUNTY
09/03/2022,Livingston,2,13212,95,276886,2.20%,COUNTY
09/03/2022,Long Island,632,993352,7010,16225110,7.64%,REGION
09/03/2022,Madison,11,15332,132,360826,6.25%,COUNTY
09/03/2022,Mid-Hudson,369,696052,7367,12849043,4.48%,REGION
09/03/2022,Mohawk Valley,80,125448,974,2645486,10.58%,REGION
09/03/2022,Monroe,87,176402,1396,3524912,6.62%,COUNTY
09/03/2022,Montgomery,8,13672,71,215872,12.31%,COUNTY
09/03/2022,Nassau,314,488809,3371,8071512,8.43%,COUNTY
09/03/2022,New York,326,523573,6653,13924633,4.75%,COUNTY
09/03/2022,New York City,1627,2765061,31337,58035418,4.67%,REGION
09/03/2022,Niagara,27,55264,221,880376,13.26%,COUNTY
09/03/2022,North Country,70,93923,663,1875388,10.03%,REGION
09/03/2022,Oneida,36,62901,549,1478392,10.79%,COUNTY
09/03/2022,Onondaga,66,130811,786,2710234,8.64%,COUNTY
09/03/2022,Ontario,10,23547,188,461105,5.71%,COUNTY
09/03/2022,Orange,84,124442,1574,1853895,4.32%,COUNTY
09/03/2022,Orleans,3,9709,48,152954,4.44%,COUNTY
09/03/2022,Oswego,24,31059,236,510887,11.82%,COUNTY
09/03/2022,Otsego,5,12054,103,301330,4.90%,COUNTY
09/03/2022,Putnam,13,28120,200,471019,5.82%,COUNTY
09/03/2022,Queens,496,771806,7470,14153227,6.23%,COUNTY
09/03/2022,Rensselaer,13,37997,215,849705,6.16%,COUNTY
09/03/2022,Richmond,99,191741,1749,3559387,5.04%,COUNTY
09/03/2022,Rockland,54,107087,1894,2240378,2.39%,COUNTY
09/03/2022,STATEWIDE,3506,5937022,55684,118286214,5.83%,STATEWIDE
09/03/2022,Saratoga,35,55929,363,1040820,8.83%,COUNTY
09/03/2022,Schenectady,31,39719,245,809016,13.10%,COUNTY
09/03/2022,Schoharie,6,5935,63,117076,10.17%,COUNTY
09/03/2022,Schuyler,0,4008,118,94894,0.00%,COUNTY
09/03/2022,Seneca,3,6862,61,133625,5.26%,COUNTY
09/03/2022,Southern Tier,137,161278,1340,5848806,10.57%,REGION
09/03/2022,St. Lawrence,24,24262,198,605474,12.31%,COUNTY
09/03/2022,Steuben,15,23072,174,460064,8.43%,COUNTY
09/03/2022,Suffolk,318,504543,3639,8153598,6.88%,COUNTY
09/03/2022,Sullivan,17,21801,220,354171,7.69%,COUNTY
09/03/2022,Tioga,13,12714,111,224519,12.38%,COUNTY
09/03/2022,Tompkins,28,24110,194,3044195,14.58%,COUNTY
09/03/2022,Ulster,27,38233,491,839387,5.16%,COUNTY
09/03/2022,Warren,13,16817,145,323216,7.83%,COUNTY
09/03/2022,Washington,11,14232,86,275255,9.72%,COUNTY
09/03/2022,Wayne,16,19873,122,365876,13.56%,COUNTY
09/03/2022,Westchester,141,300686,2560,5652708,5.22%,COUNTY
09/03/2022,Western New York,184,357517,1758,6047356,10.78%,REGION
09/03/2022,Wyoming,4,9290,42,153273,10.00%,COUNTY
09/03/2022,Yates,1,4002,58,87066,3.23%,COUNTY
09/02/2022,Albany,56,71412,469,1358984,11.91%,COUNTY
09/02/2022,Allegany,9,9918,70,242463,19.51%,COUNTY
09/02/2022,Bronx,342,457257,4413,8496780,6.51%,COUNTY
09/02/2022,Broome,51,53091,834,1141163,6.27%,COUNTY
09/02/2022,Capital Region,189,258205,1920,5078891,10.33%,REGION
09/02/2022,Cattaraugus,11,17692,97,297742,12.73%,COUNTY
09/02/2022,Cayuga,12,18520,137,380097,10.81%,COUNTY
09/02/2022,Central New York,116,207748,1684,4258161,7.85%,REGION
09/02/2022,Chautauqua,12,27055,137,518482,8.73%,COUNTY
09/02/2022,Chemung,15,24246,265,461985,6.02%,COUNTY
09/02/2022,Chenango,10,10756,116,228731,13.16%,COUNTY
09/02/2022,Clinton,17,20178,114,393833,15.05%,COUNTY
09/02/2022,Columbia,7,12265,68,246711,9.52%,COUNTY
09/02/2022,Cortland,15,12127,101,297271,13.48%,COUNTY
09/02/2022,Delaware,2,9200,151,192512,1.42%,COUNTY
09/02/2022,Dutchess,48,75650,514,1437057,9.68%,COUNTY
09/02/2022,Erie,175,247431,1616,4106756,11.10%,COUNTY
09/02/2022,Essex,6,6867,68,159400,14.29%,COUNTY
09/02/2022,Finger Lakes,149,278031,2236,5417320,8.01%,REGION
09/02/2022,Franklin,8,10954,97,209141,7.89%,COUNTY
09/02/2022,Fulton,13,14847,250,219524,21.95%,COUNTY
09/02/2022,Genesee,9,15260,114,263633,8.57%,COUNTY
09/02/2022,Greene,5,9937,48,176238,11.11%,COUNTY
09/02/2022,Hamilton,0,995,5,19573,0.00%,COUNTY
09/02/2022,Herkimer,9,16014,118,313104,4.76%,COUNTY
09/02/2022,Jefferson,16,23811,148,386992,7.56%,COUNTY
09/02/2022,Kings,597,819978,13524,17885926,3.78%,COUNTY
09/02/2022,Lewis,2,6810,60,100510,6.25%,COUNTY
09/02/2022,Livingston,3,13210,80,276791,4.84%,COUNTY
09/02/2022,Long Island,805,992720,8232,16218100,8.42%,REGION
09/02/2022,Madison,7,15321,202,360694,2.52%,COUNTY
09/02/2022,Mid-Hudson,463,695683,8247,12841676,4.95%,REGION
09/02/2022,Mohawk Valley,86,125368,1280,2644512,10.80%,REGION
09/02/2022,Monroe,100,176315,1406,3523516,8.74%,COUNTY
09/02/2022,Montgomery,8,13664,60,215801,17.39%,COUNTY
09/02/2022,Nassau,377,488495,3921,8068141,8.75%,COUNTY
09/02/2022,New York,383,523247,8083,13917980,4.40%,COUNTY
09/02/2022,New York City,2064,2763434,36053,58004081,5.07%,REGION
09/02/2022,Niagara,33,55237,278,880155,13.85%,COUNTY
09/02/2022,North Country,67,93853,641,1874725,10.46%,REGION
09/02/2022,Oneida,41,62865,552,1477843,10.76%,COUNTY
09/02/2022,Onondaga,62,130745,1014,2709448,7.50%,COUNTY
09/02/2022,Ontario,7,23537,205,460917,5.04%,COUNTY
09/02/2022,Orange,75,124358,1589,1852321,4.31%,COUNTY
09/02/2022,Orleans,8,9706,47,152906,15.91%,COUNTY
09/02/2022,Oswego,20,31035,230,510651,9.13%,COUNTY
09/02/2022,Otsego,7,12049,236,301227,6.19%,COUNTY
09/02/2022,Putnam,23,28107,213,470819,11.17%,COUNTY
09/02/2022,Queens,642,771310,8469,14145757,7.38%,COUNTY
09/02/2022,Rensselaer,25,37984,278,849490,8.76%,COUNTY
09/02/2022,Richmond,100,191642,1564,3557638,6.08%,COUNTY
09/02/2022,Rockland,76,107033,2205,2238484,2.88%,COUNTY
09/02/2022,STATEWIDE,4301,5933516,64520,118230530,6.20%,STATEWIDE
09/02/2022,Saratoga,40,55894,344,1040457,11.96%,COUNTY
09/02/2022,Schenectady,35,39688,525,808771,9.14%,COUNTY
09/02/2022,Schoharie,8,5929,64,117013,13.33%,COUNTY
09/02/2022,Schuyler,1,4008,53,94776,2.22%,COUNTY
09/02/2022,Seneca,3,6859,47,133564,7.89%,COUNTY
09/02/2022,Southern Tier,122,161141,2029,5847466,6.83%,REGION
09/02/2022,St. Lawrence,18,24238,149,605276,11.68%,COUNTY
09/02/2022,Steuben,15,23057,273,459890,10.27%,COUNTY
09/02/2022,Suffolk,428,504225,4311,8149959,8.11%,COUNTY
09/02/2022,Sullivan,18,21784,938,353951,1.64%,COUNTY
09/02/2022,Tioga,13,12701,157,224408,8.55%,COUNTY
09/02/2022,Tompkins,15,24082,180,3044001,8.67%,COUNTY
09/02/2022,Ulster,26,38206,339,838896,5.69%,COUNTY
09/02/2022,Warren,6,16804,105,323071,3.61%,COUNTY
09/02/2022,Washington,15,14221,83,275169,14.52%,COUNTY
09/02/2022,Wayne,10,19857,206,365754,5.38%,COUNTY
09/02/2022,Westchester,197,300545,2449,5650148,7.40%,COUNTY
09/02/2022,Western New York,240,357333,2198,6045598,11.47%,REGION
09/02/2022,Wyoming,5,9286,64,153231,6.90%,COUNTY
09/02/2022,Yates,4,4001,67,87008,8.33%,COUNTY
09/01/2022,Albany,58,71356,511,1358515,11.73%,COUNTY
09/01/2022,Allegany,6,9909,44,242393,14.29%,COUNTY
09/01/2022,Bronx,231,456915,4062,8492367,5.90%,COUNTY
09/01/2022,Broome,53,53040,484,1140329,12.60%,COUNTY
09/01/2022,Capital Region,224,258016,2025,5076971,10.95%,REGION
09/01/2022,Cattaraugus,20,17681,116,297645,20.27%,COUNTY
09/01/2022,Cayuga,12,18508,118,379960,10.91%,COUNTY
09/01/2022,Central New York,147,207632,1498,4256477,10.04%,REGION
09/01/2022,Chautauqua,20,27043,106,518345,21.28%,COUNTY
09/01/2022,Chemung,19,24231,276,461720,12.50%,COUNTY
09/01/2022,Chenango,7,10746,131,228615,12.96%,COUNTY
09/01/2022,Clinton,20,20161,117,393719,14.58%,COUNTY
09/01/2022,Columbia,11,12258,89,246643,13.41%,COUNTY
09/01/2022,Cortland,9,12112,69,297170,14.29%,COUNTY
09/01/2022,Delaware,8,9198,63,192361,10.17%,COUNTY
09/01/2022,Dutchess,53,75602,456,1436543,12.83%,COUNTY
09/01/2022,Erie,157,247256,1495,4105140,12.29%,COUNTY
09/01/2022,Essex,4,6861,54,159332,6.67%,COUNTY
09/01/2022,Finger Lakes,145,277882,1907,5415084,8.56%,REGION
09/01/2022,Franklin,11,10946,84,209044,14.86%,COUNTY
09/01/2022,Fulton,16,14834,131,219274,13.33%,COUNTY
09/01/2022,Genesee,7,15251,107,263519,6.80%,COUNTY
09/01/2022,Greene,4,9932,61,176190,5.36%,COUNTY
09/01/2022,Hamilton,0,995,7,19568,0.00%,COUNTY
09/01/2022,Herkimer,6,16005,98,312986,8.70%,COUNTY
09/01/2022,Jefferson,18,23795,157,386844,10.22%,COUNTY
09/01/2022,Kings,462,819381,11316,17872402,3.96%,COUNTY
09/01/2022,Lewis,5,6808,54,100450,14.29%,COUNTY
09/01/2022,Livingston,12,13207,80,276711,16.92%,COUNTY
09/01/2022,Long Island,616,991915,7044,16209868,8.63%,REGION
09/01/2022,Madison,11,15314,192,360492,6.25%,COUNTY
09/01/2022,Mid-Hudson,431,695220,5703,12833429,7.81%,REGION
09/01/2022,Mohawk Valley,102,125282,1161,2643232,14.02%,REGION
09/01/2022,Monroe,100,176215,1227,3522110,9.44%,COUNTY
09/01/2022,Montgomery,19,13656,71,215741,26.79%,COUNTY
09/01/2022,Nassau,341,488118,3619,8064220,9.58%,COUNTY
09/01/2022,New York,313,522864,8074,13909897,3.68%,COUNTY
09/01/2022,New York City,1634,2761370,32130,57968028,4.96%,REGION
09/01/2022,Niagara,35,55204,234,879877,14.53%,COUNTY
09/01/2022,North Country,69,93786,641,1874084,10.04%,REGION
09/01/2022,Oneida,45,62824,677,1477291,15.79%,COUNTY
09/01/2022,Onondaga,86,130683,914,2708434,9.25%,COUNTY
09/01/2022,Ontario,8,23530,196,460712,5.67%,COUNTY
09/01/2022,Orange,96,124283,1108,1850732,9.65%,COUNTY
09/01/2022,Orleans,2,9698,34,152859,6.06%,COUNTY
09/01/2022,Oswego,29,31015,205,510421,14.50%,COUNTY
09/01/2022,Otsego,9,12042,128,300991,7.48%,COUNTY
09/01/2022,Putnam,14,28084,191,470606,8.23%,COUNTY
09/01/2022,Queens,532,770668,7277,14137288,7.27%,COUNTY
09/01/2022,Rensselaer,29,37959,262,849212,11.69%,COUNTY
09/01/2022,Richmond,96,191542,1401,3556074,6.56%,COUNTY
09/01/2022,Rockland,66,106957,783,2236279,7.17%,COUNTY
09/01/2022,STATEWIDE,3762,5929215,55728,118166010,6.87%,STATEWIDE
09/01/2022,Saratoga,56,55854,485,1040113,10.00%,COUNTY
09/01/2022,Schenectady,37,39653,262,808246,14.11%,COUNTY
09/01/2022,Schoharie,7,5921,56,116949,11.32%,COUNTY
09/01/2022,Schuyler,4,4007,44,94723,5.26%,COUNTY
09/01/2022,Seneca,4,6856,42,133517,10.81%,COUNTY
09/01/2022,Southern Tier,156,161019,1624,5845437,11.75%,REGION
09/01/2022,St. Lawrence,11,24220,168,605127,4.90%,COUNTY
09/01/2022,Steuben,14,23042,152,459617,15.29%,COUNTY
09/01/2022,Suffolk,275,503797,3425,8145648,7.67%,COUNTY
09/01/2022,Sullivan,13,21766,184,353013,7.59%,COUNTY
09/01/2022,Tioga,15,12688,97,224251,15.12%,COUNTY
09/01/2022,Tompkins,36,24067,377,3043821,9.76%,COUNTY
09/01/2022,Ulster,28,38180,315,838557,9.12%,COUNTY
09/01/2022,Warren,18,16798,211,322966,6.94%,COUNTY
09/01/2022,Washington,11,14206,144,275086,8.74%,COUNTY
09/01/2022,Wayne,9,19847,123,365548,7.41%,COUNTY
09/01/2022,Westchester,161,300348,2666,5647699,6.36%,COUNTY
09/01/2022,Western New York,238,357093,1995,6043400,13.60%,REGION
09/01/2022,Wyoming,2,9281,41,153167,2.56%,COUNTY
09/01/2022,Yates,1,3997,57,86941,0.00%,COUNTY
08/31/2022,Albany,80,71298,784,1358004,10.26%,COUNTY
08/31/2022,Allegany,8,9903,125,242349,8.45%,COUNTY
08/31/2022,Bronx,358,456684,5397,8488305,5.48%,COUNTY
08/31/2022,Broome,75,52987,675,1139845,12.67%,COUNTY
08/31/2022,Capital Region,249,257792,3061,5074946,8.47%,REGION
08/31/2022,Cattaraugus,28,17661,170,297529,13.85%,COUNTY
08/31/2022,Cayuga,25,18496,236,379842,11.79%,COUNTY
08/31/2022,Central New York,183,207485,2347,4254979,8.43%,REGION
08/31/2022,Chautauqua,26,27023,109,518239,23.08%,COUNTY
08/31/2022,Chemung,20,24212,293,461444,12.35%,COUNTY
08/31/2022,Chenango,18,10739,94,228484,21.43%,COUNTY
08/31/2022,Clinton,22,20141,123,393602,14.95%,COUNTY
08/31/2022,Columbia,8,12247,96,246554,9.88%,COUNTY
08/31/2022,Cortland,13,12103,122,297101,11.88%,COUNTY
08/31/2022,Delaware,16,9190,180,192298,8.02%,COUNTY
08/31/2022,Dutchess,70,75549,926,1436087,8.04%,COUNTY
08/31/2022,Erie,209,247099,1942,4103645,11.79%,COUNTY
08/31/2022,Essex,3,6857,49,159278,0.00%,COUNTY
08/31/2022,Finger Lakes,183,277737,3031,5413177,7.03%,REGION
08/31/2022,Franklin,15,10935,229,208960,5.63%,COUNTY
08/31/2022,Fulton,13,14818,129,219143,8.51%,COUNTY
08/31/2022,Genesee,7,15244,153,263412,4.64%,COUNTY
08/31/2022,Greene,5,9928,73,176129,5.71%,COUNTY
08/31/2022,Hamilton,0,995,11,19561,0.00%,COUNTY
08/31/2022,Herkimer,16,15999,136,312888,14.29%,COUNTY
08/31/2022,Jefferson,20,23777,190,386687,8.67%,COUNTY
08/31/2022,Kings,610,818919,11907,17861086,4.57%,COUNTY
08/31/2022,Lewis,5,6803,35,100396,18.75%,COUNTY
08/31/2022,Livingston,16,13195,114,276631,13.54%,COUNTY
08/31/2022,Long Island,861,991299,9476,16202824,7.78%,REGION
08/31/2022,Madison,15,15303,178,360300,11.11%,COUNTY
08/31/2022,Mid-Hudson,573,694789,8790,12827726,6.47%,REGION
08/31/2022,Mohawk Valley,120,125180,1251,2642071,12.16%,REGION
08/31/2022,Monroe,113,176115,1944,3520883,7.14%,COUNTY
08/31/2022,Montgomery,16,13637,77,215670,18.31%,COUNTY
08/31/2022,Nassau,410,487777,4671,8060601,8.32%,COUNTY
08/31/2022,New York,427,522551,9175,13901823,4.52%,COUNTY
08/31/2022,New York City,2173,2759736,37137,57935898,5.34%,REGION
08/31/2022,Niagara,44,55169,527,879643,13.52%,COUNTY
08/31/2022,North Country,84,93717,844,1873443,8.52%,REGION
08/31/2022,Oneida,57,62779,739,1476614,12.04%,COUNTY
08/31/2022,Onondaga,97,130597,1545,2707520,6.54%,COUNTY
08/31/2022,Ontario,14,23522,298,460516,6.16%,COUNTY
08/31/2022,Orange,97,124187,1556,1849624,6.11%,COUNTY
08/31/2022,Orleans,3,9696,87,152825,1.56%,COUNTY
08/31/2022,Oswego,33,30986,266,510216,12.99%,COUNTY
08/31/2022,Otsego,14,12033,121,300863,12.12%,COUNTY
08/31/2022,Putnam,30,28070,281,470415,10.85%,COUNTY
08/31/2022,Queens,614,770136,8805,14130011,6.75%,COUNTY
08/31/2022,Rensselaer,29,37930,664,848950,4.33%,COUNTY
08/31/2022,Richmond,164,191446,1853,3554673,7.87%,COUNTY
08/31/2022,Rockland,61,106891,1831,2235496,3.11%,COUNTY
08/31/2022,STATEWIDE,4941,5925453,70806,118110282,6.70%,STATEWIDE
08/31/2022,Saratoga,56,55798,610,1039628,8.51%,COUNTY
08/31/2022,Schenectady,43,39616,371,807984,13.13%,COUNTY
08/31/2022,Schoharie,4,5914,49,116893,8.16%,COUNTY
08/31/2022,Schuyler,2,4003,132,94679,1.52%,COUNTY
08/31/2022,Seneca,7,6852,50,133475,14.29%,COUNTY
08/31/2022,Southern Tier,200,160863,1996,5843813,11.17%,REGION
08/31/2022,St. Lawrence,19,24209,207,604959,9.04%,COUNTY
08/31/2022,Steuben,17,23028,175,459465,10.19%,COUNTY
08/31/2022,Suffolk,451,503522,4805,8142223,7.26%,COUNTY
08/31/2022,Sullivan,26,21753,278,352829,9.20%,COUNTY
08/31/2022,Tioga,13,12673,124,224154,11.40%,COUNTY
08/31/2022,Tompkins,39,24031,323,3043444,11.15%,COUNTY
08/31/2022,Ulster,38,38152,594,838242,6.02%,COUNTY
08/31/2022,Warren,12,16780,200,322755,6.99%,COUNTY
08/31/2022,Washington,16,14195,263,274942,10.31%,COUNTY
08/31/2022,Wayne,10,19838,281,365425,3.59%,COUNTY
08/31/2022,Westchester,251,300187,3324,5645033,7.59%,COUNTY
08/31/2022,Western New York,315,356855,2873,6041405,12.58%,REGION
08/31/2022,Wyoming,5,9279,65,153126,7.94%,COUNTY
08/31/2022,Yates,8,3996,39,86884,22.86%,COUNTY
08/30/2022,Albany,71,71218,594,1357220,11.52%,COUNTY
08/30/2022,Allegany,7,9895,98,242224,12.50%,COUNTY
08/30/2022,Bronx,315,456326,4494,8482908,6.27%,COUNTY
08/30/2022,Broome,43,52912,677,1139170,6.54%,COUNTY
08/30/2022,Capital Region,240,257543,2408,5071885,10.58%,REGION
08/30/2022,Cattaraugus,33,17633,167,297359,21.62%,COUNTY
08/30/2022,Cayuga,18,18471,161,379606,15.38%,COUNTY
08/30/2022,Central New York,172,207302,1527,4252632,11.86%,REGION
08/30/2022,Chautauqua,25,26997,132,518130,17.07%,COUNTY
08/30/2022,Chemung,17,24192,280,461151,7.42%,COUNTY
08/30/2022,Chenango,16,10721,116,228390,16.67%,COUNTY
08/30/2022,Clinton,14,20119,96,393479,13.70%,COUNTY
08/30/2022,Columbia,10,12239,80,246458,11.11%,COUNTY
08/30/2022,Cortland,6,12090,107,296979,5.10%,COUNTY
08/30/2022,Delaware,10,9174,84,192118,12.66%,COUNTY
08/30/2022,Dutchess,45,75479,399,1435161,9.74%,COUNTY
08/30/2022,Erie,188,246890,1584,4101703,12.41%,COUNTY
08/30/2022,Essex,2,6854,34,159229,6.90%,COUNTY
08/30/2022,Finger Lakes,160,277554,1986,5410146,8.60%,REGION
08/30/2022,Franklin,6,10920,124,208731,5.94%,COUNTY
08/30/2022,Fulton,15,14805,247,219014,8.23%,COUNTY
08/30/2022,Genesee,5,15237,99,263259,5.26%,COUNTY
08/30/2022,Greene,7,9923,53,176056,14.00%,COUNTY
08/30/2022,Hamilton,1,995,5,19550,33.33%,COUNTY
08/30/2022,Herkimer,11,15983,144,312752,10.34%,COUNTY
08/30/2022,Jefferson,22,23757,217,386497,8.95%,COUNTY
08/30/2022,Kings,518,818309,23292,17849179,1.82%,COUNTY
08/30/2022,Lewis,10,6798,82,100361,18.60%,COUNTY
08/30/2022,Livingston,8,13179,85,276517,4.05%,COUNTY
08/30/2022,Long Island,756,990438,8324,16193348,7.95%,REGION
08/30/2022,Madison,9,15288,103,360122,7.79%,COUNTY
08/30/2022,Mid-Hudson,502,694216,16367,12818936,2.46%,REGION
08/30/2022,Mohawk Valley,115,125060,1579,2640820,10.63%,REGION
08/30/2022,Monroe,90,176002,1254,3518939,8.09%,COUNTY
08/30/2022,Montgomery,12,13621,79,215593,16.67%,COUNTY
08/30/2022,Nassau,365,487367,4083,8055930,8.60%,COUNTY
08/30/2022,New York,385,522124,7234,13892648,5.50%,COUNTY
08/30/2022,New York City,1892,2757563,43896,57898761,3.72%,REGION
08/30/2022,Niagara,37,55125,277,879116,13.76%,COUNTY
08/30/2022,North Country,80,93633,744,1872599,10.62%,REGION
08/30/2022,Oneida,57,62722,882,1475875,11.46%,COUNTY
08/30/2022,Onondaga,99,130500,949,2705975,10.67%,COUNTY
08/30/2022,Ontario,21,23508,171,460218,12.66%,COUNTY
08/30/2022,Orange,105,124090,2859,1848068,2.96%,COUNTY
08/30/2022,Orleans,4,9693,50,152738,5.13%,COUNTY
08/30/2022,Oswego,40,30953,207,509950,20.32%,COUNTY
08/30/2022,Otsego,13,12019,158,300742,9.09%,COUNTY
08/30/2022,Putnam,23,28040,273,470134,8.54%,COUNTY
08/30/2022,Queens,547,769522,7243,14121206,7.21%,COUNTY
08/30/2022,Rensselaer,41,37901,326,848286,13.11%,COUNTY
08/30/2022,Richmond,127,191282,1633,3552820,6.58%,COUNTY
08/30/2022,Rockland,72,106830,6120,2233665,0.76%,COUNTY
08/30/2022,STATEWIDE,4352,5920512,81009,118039476,4.81%,STATEWIDE
08/30/2022,Saratoga,47,55742,402,1039018,10.50%,COUNTY
08/30/2022,Schenectady,32,39573,484,807613,6.74%,COUNTY
08/30/2022,Schoharie,7,5910,69,116844,9.68%,COUNTY
08/30/2022,Schuyler,1,4001,44,94547,2.78%,COUNTY
